x,y,dot,cross,angleDeg,t,qx,qy,bestCoordonatesx,bestCoordonatesy
26.3092,62.6373,0.0269593,-7.7934e-05,-0.16563,297,129,108,26.3092,62.6373
26.4194,62.7588,0.0268349,-7.78757e-05,-0.166274,298,129,108,26.4194,62.7588
26.5296,62.8797,0.0267112,-7.78177e-05,-0.166919,299,129,108,26.5296,62.8797
26.64,63,0.0265881,-7.776e-05,-0.167568,300,129,108,26.64,63
26.7504,63.1197,0.0264656,-7.77025e-05,-0.168219,301,129,108,26.7504,63.1197
26.861,63.2388,0.0263437,-7.76453e-05,-0.168873,302,129,108,26.861,63.2388
26.9716,63.3573,0.0262225,-7.75884e-05,-0.169529,303,129,108,26.9716,63.3573
27.0824,63.4752,0.0261019,-7.75319e-05,-0.170188,304,129,108,27.0824,63.4752
27.1932,63.5925,0.0259819,-7.74756e-05,-0.17085,305,129,108,27.1932,63.5925
27.3041,63.7092,0.0258626,-7.74195e-05,-0.171514,306,129,108,27.3041,63.7092
27.4151,63.8253,0.0257439,-7.73638e-05,-0.172181,307,129,108,27.4151,63.8253
27.5262,63.9408,0.0256258,-7.73084e-05,-0.17285,308,129,108,27.5262,63.9408
27.6374,64.0557,0.0255084,-7.72532e-05,-0.173522,309,129,108,27.6374,64.0557
27.7487,64.17,0.0253916,-7.71984e-05,-0.174196,310,129,108,27.7487,64.17
27.8601,64.2837,0.0252754,-7.71438e-05,-0.174873,311,129,108,27.8601,64.2837
27.9716,64.3968,0.0251599,-7.70895e-05,-0.175553,312,129,108,27.9716,64.3968
28.0831,64.5093,0.025045,-7.70355e-05,-0.176235,313,129,108,28.0831,64.5093
28.1948,64.6212,0.0249307,-7.69818e-05,-0.176919,314,129,108,28.1948,64.6212
28.3065,64.7325,0.024817,-7.69284e-05,-0.177606,315,129,108,28.3065,64.7325
28.4184,64.8432,0.024704,-7.68752e-05,-0.178296,316,129,108,28.4184,64.8432
28.5303,64.9533,0.0245916,-7.68224e-05,-0.178988,317,129,108,28.5303,64.9533
28.6423,65.0628,0.0244798,-7.67698e-05,-0.179682,318,129,108,28.6423,65.0628
28.7544,65.1717,0.0243686,-7.67175e-05,-0.180378,319,129,108,28.7544,65.1717
28.8666,65.28,0.0242581,-7.66656e-05,-0.181077,320,129,108,28.8666,65.28
28.9788,65.3877,0.0241482,-7.66139e-05,-0.181779,321,129,108,28.9788,65.3877
29.0912,65.4948,0.024039,-7.65624e-05,-0.182483,322,129,108,29.0912,65.4948
29.2036,65.6013,0.0239303,-7.65113e-05,-0.183189,323,129,108,29.2036,65.6013
29.3161,65.7072,0.0238223,-7.64605e-05,-0.183897,324,129,108,29.3161,65.7072
29.4288,65.8125,0.0237149,-7.641e-05,-0.184608,325,129,108,29.4288,65.8125
29.5414,65.9172,0.0236082,-7.63597e-05,-0.18532,326,129,108,29.5414,65.9172
29.6542,66.0213,0.023502,-7.63097e-05,-0.186036,327,129,108,29.6542,66.0213
29.7671,66.1248,0.0233965,-7.626e-05,-0.186753,328,129,108,29.7671,66.1248
29.88,66.2277,0.0232916,-7.62107e-05,-0.187472,329,129,108,29.88,66.2277
29.993,66.33,0.0231874,-7.61616e-05,-0.188194,330,129,108,29.993,66.33
30.1061,66.4317,0.0230837,-7.61127e-05,-0.188918,331,129,108,30.1061,66.4317
30.2193,66.5328,0.0229807,-7.60642e-05,-0.189643,332,129,108,30.2193,66.5328
30.3326,66.6333,0.0228783,-7.6016e-05,-0.190371,333,129,108,30.3326,66.6333
30.4459,66.7332,0.0227766,-7.5968e-05,-0.191101,334,129,108,30.4459,66.7332
30.5594,66.8325,0.0226754,-7.59204e-05,-0.191833,335,129,108,30.5594,66.8325
30.6729,66.9312,0.0225749,-7.5873e-05,-0.192567,336,129,108,30.6729,66.9312
30.7865,67.0293,0.022475,-7.58259e-05,-0.193303,337,129,108,30.7865,67.0293
30.9001,67.1268,0.0223757,-7.57791e-05,-0.194041,338,129,108,30.9001,67.1268
31.0139,67.2237,0.0222771,-7.57326e-05,-0.19478,339,129,108,31.0139,67.2237
31.1277,67.32,0.0221791,-7.56864e-05,-0.195522,340,129,108,31.1277,67.32
31.2416,67.4157,0.0220817,-7.56404e-05,-0.196265,341,129,108,31.2416,67.4157
31.3555,67.5108,0.0219849,-7.55948e-05,-0.19701,342,129,108,31.3555,67.5108
31.4696,67.6053,0.0218887,-7.55494e-05,-0.197757,343,129,108,31.4696,67.6053
31.5837,67.6992,0.0217932,-7.55043e-05,-0.198505,344,129,108,31.5837,67.6992
31.6979,67.7925,0.0216983,-7.54596e-05,-0.199255,345,129,108,31.6979,67.7925
31.8122,67.8852,0.021604,-7.54151e-05,-0.200007,346,129,108,31.8122,67.8852
31.9265,67.9773,0.0215103,-7.53708e-05,-0.20076,347,129,108,31.9265,67.9773
32.0409,68.0688,0.0214173,-7.53269e-05,-0.201515,348,129,108,32.0409,68.0688
32.1554,68.1597,0.0213249,-7.52833e-05,-0.202271,349,129,108,32.1554,68.1597
32.27,68.25,0.0212331,-7.524e-05,-0.203028,350,129,108,32.27,68.25
32.3846,68.3397,0.0211419,-7.51969e-05,-0.203787,351,129,108,32.3846,68.3397
32.4993,68.4288,0.0210513,-7.51541e-05,-0.204548,352,129,108,32.4993,68.4288
32.6141,68.5173,0.0209613,-7.51116e-05,-0.205309,353,129,108,32.6141,68.5173
32.729,68.6052,0.020872,-7.50695e-05,-0.206072,354,129,108,32.729,68.6052
32.8439,68.6925,0.0207833,-7.50276e-05,-0.206836,355,129,108,32.8439,68.6925
32.9589,68.7792,0.0206952,-7.49859e-05,-0.207601,356,129,108,32.9589,68.7792
33.0739,68.8653,0.0206078,-7.49446e-05,-0.208368,357,129,108,33.0739,68.8653
33.1891,68.9508,0.0205209,-7.49036e-05,-0.209135,358,129,108,33.1891,68.9508
33.3043,69.0357,0.0204347,-7.48628e-05,-0.209903,359,129,108,33.3043,69.0357
33.4195,69.12,0.0203491,-7.48224e-05,-0.210672,360,129,108,33.4195,69.12
33.5348,69.2037,0.0202641,-7.47822e-05,-0.211442,361,129,108,33.5348,69.2037
33.6502,69.2868,0.0201797,-7.47423e-05,-0.212213,362,129,108,33.6502,69.2868
33.7657,69.3693,0.0200959,-7.47027e-05,-0.212985,363,129,108,33.7657,69.3693
33.8812,69.4512,0.0200128,-7.46634e-05,-0.213757,364,129,108,33.8812,69.4512
33.9968,69.5325,0.0199303,-7.46244e-05,-0.21453,365,129,108,33.9968,69.5325
34.1125,69.6132,0.0198484,-7.45856e-05,-0.215304,366,129,108,34.1125,69.6132
34.2282,69.6933,0.0197671,-7.45472e-05,-0.216077,367,129,108,34.2282,69.6933
34.344,69.7728,0.0196864,-7.4509e-05,-0.216852,368,129,108,34.344,69.7728
34.4598,69.8517,0.0196063,-7.44711e-05,-0.217627,369,129,108,34.4598,69.8517
34.5758,69.93,0.0195269,-7.44336e-05,-0.218402,370,129,108,34.5758,69.93
34.6917,70.0077,0.0194481,-7.43963e-05,-0.219177,371,129,108,34.6917,70.0077
34.8078,70.0848,0.0193699,-7.43592e-05,-0.219952,372,129,108,34.8078,70.0848
34.9239,70.1613,0.0192923,-7.43225e-05,-0.220728,373,129,108,34.9239,70.1613
35.04,70.2372,0.0192153,-7.42861e-05,-0.221503,374,129,108,35.04,70.2372
35.1562,70.3125,0.019139,-7.425e-05,-0.222279,375,129,108,35.1562,70.3125
35.2725,70.3872,0.0190632,-7.42141e-05,-0.223054,376,129,108,35.2725,70.3872
35.3889,70.4613,0.0189881,-7.41785e-05,-0.22383,377,129,108,35.3889,70.4613
35.5053,70.5348,0.0189136,-7.41432e-05,-0.224604,378,129,108,35.5053,70.5348
35.6217,70.6077,0.0188397,-7.41083e-05,-0.225379,379,129,108,35.6217,70.6077
35.7382,70.68,0.0187664,-7.40736e-05,-0.226153,380,129,108,35.7382,70.68
35.8548,70.7517,0.0186937,-7.40391e-05,-0.226927,381,129,108,35.8548,70.7517
35.9714,70.8228,0.0186217,-7.4005e-05,-0.2277,382,129,108,35.9714,70.8228
36.0881,70.8933,0.0185502,-7.39712e-05,-0.228472,383,129,108,36.0881,70.8933
36.2049,70.9632,0.0184794,-7.39376e-05,-0.229244,384,129,108,36.2049,70.9632
36.3217,71.0325,0.0184092,-7.39044e-05,-0.230015,385,129,108,36.3217,71.0325
36.4385,71.1012,0.0183396,-7.38714e-05,-0.230784,386,129,108,36.4385,71.1012
36.5554,71.1693,0.0182706,-7.38387e-05,-0.231553,387,129,108,36.5554,71.1693
36.6724,71.2368,0.0182023,-7.38063e-05,-0.232321,388,129,108,36.6724,71.2368
36.7894,71.3037,0.0181345,-7.37742e-05,-0.233087,389,129,108,36.7894,71.3037
36.9065,71.37,0.0180674,-7.37424e-05,-0.233853,390,129,108,36.9065,71.37
37.0236,71.4357,0.0180008,-7.37108e-05,-0.234617,391,129,108,37.0236,71.4357
37.1408,71.5008,0.0179349,-7.36796e-05,-0.235379,392,129,108,37.1408,71.5008
37.258,71.5653,0.0178696,-7.36486e-05,-0.23614,393,129,108,37.258,71.5653
37.3753,71.6292,0.0178049,-7.36179e-05,-0.236899,394,129,108,37.3753,71.6292
37.4926,71.6925,0.0177409,-7.35876e-05,-0.237657,395,129,108,37.4926,71.6925
37.61,71.7552,0.0176774,-7.35575e-05,-0.238412,396,129,108,37.61,71.7552
37.7274,71.8173,0.0176145,-7.35276e-05,-0.239166,397,129,108,37.7274,71.8173
37.8449,71.8788,0.0175523,-7.34981e-05,-0.239918,398,129,108,37.8449,71.8788
37.9624,71.9397,0.0174907,-7.34689e-05,-0.240667,399,129,108,37.9624,71.9397
38.08,72,0.0174297,-7.344e-05,-0.241415,400,129,108,38.08,72
38.1976,72.0597,0.0173692,-7.34113e-05,-0.24216,401,129,108,38.1976,72.0597
38.3153,72.1188,0.0173095,-7.33829e-05,-0.242902,402,129,108,38.3153,72.1188
38.433,72.1773,0.0172503,-7.33548e-05,-0.243642,403,129,108,38.433,72.1773
38.5508,72.2352,0.0171917,-7.33271e-05,-0.24438,404,129,108,38.5508,72.2352
38.6686,72.2925,0.0171337,-7.32996e-05,-0.245115,405,129,108,38.6686,72.2925
38.7864,72.3492,0.0170764,-7.32723e-05,-0.245846,406,129,108,38.7864,72.3492
38.9043,72.4053,0.0170197,-7.32454e-05,-0.246575,407,129,108,38.9043,72.4053
39.0223,72.4608,0.0169635,-7.32188e-05,-0.247301,408,129,108,39.0223,72.4608
39.1403,72.5157,0.016908,-7.31924e-05,-0.248024,409,129,108,39.1403,72.5157
39.2583,72.57,0.0168531,-7.31664e-05,-0.248743,410,129,108,39.2583,72.57
39.3764,72.6237,0.0167988,-7.31406e-05,-0.249459,411,129,108,39.3764,72.6237
39.4945,72.6768,0.0167451,-7.31151e-05,-0.250172,412,129,108,39.4945,72.6768
39.6127,72.7293,0.0166921,-7.30899e-05,-0.250881,413,129,108,39.6127,72.7293
39.7309,72.7812,0.0166396,-7.3065e-05,-0.251586,414,129,108,39.7309,72.7812
39.8491,72.8325,0.0165877,-7.30404e-05,-0.252287,415,129,108,39.8491,72.8325
39.9674,72.8832,0.0165365,-7.3016e-05,-0.252985,416,129,108,39.9674,72.8832
40.0857,72.9333,0.0164859,-7.2992e-05,-0.253678,417,129,108,40.0857,72.9333
40.2041,72.9828,0.0164358,-7.29682e-05,-0.254368,418,129,108,40.2041,72.9828
40.3225,73.0317,0.0163864,-7.29447e-05,-0.255053,419,129,108,40.3225,73.0317
40.441,73.08,0.0163376,-7.29216e-05,-0.255733,420,129,108,40.441,73.08
40.5594,73.1277,0.0162894,-7.28987e-05,-0.256409,421,129,108,40.5594,73.1277
40.678,73.1748,0.0162418,-7.2876e-05,-0.257081,422,129,108,40.678,73.1748
40.7965,73.2213,0.0161948,-7.28537e-05,-0.257748,423,129,108,40.7965,73.2213
40.9151,73.2672,0.0161485,-7.28317e-05,-0.25841,424,129,108,40.9151,73.2672
41.0337,73.3125,0.0161027,-7.281e-05,-0.259067,425,129,108,41.0337,73.3125
41.1524,73.3572,0.0160576,-7.27885e-05,-0.259718,426,129,108,41.1524,73.3572
41.2711,73.4013,0.016013,-7.27673e-05,-0.260365,427,129,108,41.2711,73.4013
41.3899,73.4448,0.0159691,-7.27464e-05,-0.261007,428,129,108,41.3899,73.4448
41.5086,73.4877,0.0159258,-7.27259e-05,-0.261643,429,129,108,41.5086,73.4877
41.6274,73.53,0.015883,-7.27056e-05,-0.262273,430,129,108,41.6274,73.53
41.7463,73.5717,0.0158409,-7.26855e-05,-0.262898,431,129,108,41.7463,73.5717
41.8652,73.6128,0.0157994,-7.26658e-05,-0.263517,432,129,108,41.8652,73.6128
41.9841,73.6533,0.0157585,-7.26464e-05,-0.26413,433,129,108,41.9841,73.6533
42.103,73.6932,0.0157182,-7.26272e-05,-0.264737,434,129,108,42.103,73.6932
42.222,73.7325,0.0156786,-7.26084e-05,-0.265338,435,129,108,42.222,73.7325
42.341,73.7712,0.0156395,-7.25898e-05,-0.265933,436,129,108,42.341,73.7712
42.46,73.8093,0.015601,-7.25715e-05,-0.266522,437,129,108,42.46,73.8093
42.5791,73.8468,0.0155632,-7.25535e-05,-0.267104,438,129,108,42.5791,73.8468
42.6982,73.8837,0.0155259,-7.25358e-05,-0.267679,439,129,108,42.6982,73.8837
42.8173,73.92,0.0154893,-7.25184e-05,-0.268248,440,129,108,42.8173,73.92
42.9364,73.9557,0.0154532,-7.25012e-05,-0.26881,441,129,108,42.9364,73.9557
43.0556,73.9908,0.0154178,-7.24844e-05,-0.269365,442,129,108,43.0556,73.9908
43.1748,74.0253,0.015383,-7.24678e-05,-0.269913,443,129,108,43.1748,74.0253
43.294,74.0592,0.0153488,-7.24515e-05,-0.270454,444,129,108,43.294,74.0592
43.4133,74.0925,0.0153152,-7.24356e-05,-0.270987,445,129,108,43.4133,74.0925
43.5326,74.1252,0.0152822,-7.24199e-05,-0.271514,446,129,108,43.5326,74.1252
43.6519,74.1573,0.0152498,-7.24044e-05,-0.272033,447,129,108,43.6519,74.1573
43.7712,74.1888,0.015218,-7.23893e-05,-0.272544,448,129,108,43.7712,74.1888
43.8906,74.2197,0.0151868,-7.23745e-05,-0.273047,449,129,108,43.8906,74.2197
44.01,74.25,0.0151563,-7.236e-05,-0.273543,450,129,108,44.01,74.25
44.1294,74.2797,0.0151263,-7.23457e-05,-0.274031,451,129,108,44.1294,74.2797
44.2488,74.3088,0.0150969,-7.23317e-05,-0.274511,452,129,108,44.2488,74.3088
44.3683,74.3373,0.0150682,-7.2318e-05,-0.274983,453,129,108,44.3683,74.3373
44.4878,74.3652,0.01504,-7.23047e-05,-0.275446,454,129,108,44.4878,74.3652
44.6073,74.3925,0.0150125,-7.22916e-05,-0.275902,455,129,108,44.6073,74.3925
44.7268,74.4192,0.0149856,-7.22787e-05,-0.276348,456,129,108,44.7268,74.4192
44.8464,74.4453,0.0149592,-7.22662e-05,-0.276787,457,129,108,44.8464,74.4453
44.9659,74.4708,0.0149335,-7.2254e-05,-0.277217,458,129,108,44.9659,74.4708
45.0855,74.4957,0.0149084,-7.2242e-05,-0.277638,459,129,108,45.0855,74.4957
45.2051,74.52,0.0148839,-7.22304e-05,-0.27805,460,129,108,45.2051,74.52
45.3247,74.5437,0.01486,-7.2219e-05,-0.278453,461,129,108,45.3247,74.5437
45.4444,74.5668,0.0148367,-7.22079e-05,-0.278848,462,129,108,45.4444,74.5668
45.5641,74.5893,0.014814,-7.21971e-05,-0.279233,463,129,108,45.5641,74.5893
45.6837,74.6112,0.0147919,-7.21866e-05,-0.279609,464,129,108,45.6837,74.6112
45.8034,74.6325,0.0147704,-7.21764e-05,-0.279976,465,129,108,45.8034,74.6325
45.9231,74.6532,0.0147495,-7.21664e-05,-0.280334,466,129,108,45.9231,74.6532
46.0429,74.6733,0.0147293,-7.21568e-05,-0.280682,467,129,108,46.0429,74.6733
46.1626,74.6928,0.0147096,-7.21474e-05,-0.281021,468,129,108,46.1626,74.6928
46.2824,74.7117,0.0146906,-7.21383e-05,-0.28135,469,129,108,46.2824,74.7117
46.4022,74.73,0.0146721,-7.21296e-05,-0.28167,470,129,108,46.4022,74.73
46.522,74.7477,0.0146542,-7.21211e-05,-0.28198,471,129,108,46.522,74.7477
46.6418,74.7648,0.014637,-7.21128e-05,-0.28228,472,129,108,46.6418,74.7648
46.7616,74.7813,0.0146204,-7.21049e-05,-0.28257,473,129,108,46.7616,74.7813
46.8814,74.7972,0.0146043,-7.20973e-05,-0.28285,474,129,108,46.8814,74.7972
47.0012,74.8125,0.0145889,-7.209e-05,-0.28312,475,129,108,47.0012,74.8125
47.1211,74.8272,0.0145741,-7.20829e-05,-0.28338,476,129,108,47.1211,74.8272
47.241,74.8413,0.0145599,-7.20761e-05,-0.28363,477,129,108,47.241,74.8413
47.3609,74.8548,0.0145463,-7.20696e-05,-0.28387,478,129,108,47.3609,74.8548
47.4807,74.8677,0.0145333,-7.20635e-05,-0.2841,479,129,108,47.4807,74.8677
47.6006,74.88,0.0145209,-7.20576e-05,-0.284319,480,129,108,47.6006,74.88
47.7205,74.8917,0.0145091,-7.20519e-05,-0.284528,481,129,108,47.7205,74.8917
47.8405,74.9028,0.0144979,-7.20466e-05,-0.284727,482,129,108,47.8405,74.9028
47.9604,74.9133,0.0144873,-7.20416e-05,-0.284915,483,129,108,47.9604,74.9133
48.0803,74.9232,0.0144773,-7.20368e-05,-0.285092,484,129,108,48.0803,74.9232
48.2003,74.9325,0.0144679,-7.20324e-05,-0.28526,485,129,108,48.2003,74.9325
48.3202,74.9412,0.0144592,-7.20282e-05,-0.285416,486,129,108,48.3202,74.9412
48.4402,74.9493,0.014451,-7.20243e-05,-0.285562,487,129,108,48.4402,74.9493
48.5601,74.9568,0.0144434,-7.20207e-05,-0.285697,488,129,108,48.5601,74.9568
48.6801,74.9637,0.0144365,-7.20174e-05,-0.285822,489,129,108,48.6801,74.9637
48.8001,74.97,0.0144301,-7.20144e-05,-0.285935,490,129,108,48.8001,74.97
48.9201,74.9757,0.0144244,-7.20116e-05,-0.286038,491,129,108,48.9201,74.9757
49.04,74.9808,0.0144192,-7.20092e-05,-0.286131,492,129,108,49.04,74.9808
49.16,74.9853,0.0144147,-7.2007e-05,-0.286212,493,129,108,49.16,74.9853
49.28,74.9892,0.0144108,-7.20051e-05,-0.286283,494,129,108,49.28,74.9892
49.4,74.9925,0.0144075,-7.20036e-05,-0.286342,495,129,108,49.4,74.9925
49.52,74.9952,0.0144047,-7.20023e-05,-0.286391,496,129,108,49.52,74.9952
49.64,74.9973,0.0144026,-7.20012e-05,-0.28643,497,129,108,49.64,74.9973
49.76,74.9988,0.0144011,-7.20005e-05,-0.286457,498,129,108,49.76,74.9988
49.88,74.9997,0.0144002,-7.20001e-05,-0.286473,499,129,108,49.88,74.9997
50,75,0.0143999,-7.2e-05,-0.286478,500,129,108,50,75
50.12,74.9997,0.0144002,-7.20001e-05,-0.286473,501,129,108,50.12,74.9997
50.24,74.9988,0.0144011,-7.20005e-05,-0.286457,502,129,108,50.24,74.9988
50.36,74.9973,0.0144026,-7.20012e-05,-0.28643,503,129,108,50.36,74.9973
50.48,74.9952,0.0144047,-7.20023e-05,-0.286391,504,129,108,50.48,74.9952
50.6,74.9925,0.0144075,-7.20036e-05,-0.286342,505,129,108,50.6,74.9925
50.72,74.9892,0.0144108,-7.20051e-05,-0.286283,506,129,108,50.72,74.9892
50.84,74.9853,0.0144147,-7.2007e-05,-0.286212,507,129,108,50.84,74.9853
50.96,74.9808,0.0144192,-7.20092e-05,-0.286131,508,129,108,50.96,74.9808
51.0799,74.9757,0.0144244,-7.20116e-05,-0.286038,509,129,108,51.0799,74.9757
51.1999,74.97,0.0144301,-7.20144e-05,-0.285935,510,129,108,51.1999,74.97
51.3199,74.9637,0.0144365,-7.20174e-05,-0.285822,511,129,108,51.3199,74.9637
51.4399,74.9568,0.0144434,-7.20207e-05,-0.285697,512,129,108,51.4399,74.9568
51.5598,74.9493,0.014451,-7.20243e-05,-0.285562,513,129,108,51.5598,74.9493
51.6798,74.9412,0.0144592,-7.20282e-05,-0.285416,514,129,108,51.6798,74.9412
51.7997,74.9325,0.0144679,-7.20324e-05,-0.28526,515,129,108,51.7997,74.9325
51.9197,74.9232,0.0144773,-7.20368e-05,-0.285092,516,129,108,51.9197,74.9232
52.0396,74.9133,0.0144873,-7.20416e-05,-0.284915,517,129,108,52.0396,74.9133
52.1595,74.9028,0.0144979,-7.20466e-05,-0.284727,518,129,108,52.1595,74.9028
52.2795,74.8917,0.0145091,-7.20519e-05,-0.284528,519,129,108,52.2795,74.8917
52.3994,74.88,0.0145209,-7.20576e-05,-0.284319,520,129,108,52.3994,74.88
52.5193,74.8677,0.0145333,-7.20635e-05,-0.2841,521,129,108,52.5193,74.8677
52.6391,74.8548,0.0145463,-7.20696e-05,-0.28387,522,129,108,52.6391,74.8548
52.759,74.8413,0.0145599,-7.20761e-05,-0.28363,523,129,108,52.759,74.8413
52.8789,74.8272,0.0145741,-7.20829e-05,-0.28338,524,129,108,52.8789,74.8272
52.9988,74.8125,0.0145889,-7.209e-05,-0.28312,525,129,108,52.9988,74.8125
53.1186,74.7972,0.0146043,-7.20973e-05,-0.28285,526,129,108,53.1186,74.7972
53.2384,74.7813,0.0146204,-7.21049e-05,-0.28257,527,129,108,53.2384,74.7813
53.3582,74.7648,0.014637,-7.21128e-05,-0.28228,528,129,108,53.3582,74.7648
53.478,74.7477,0.0146542,-7.21211e-05,-0.28198,529,129,108,53.478,74.7477
53.5978,74.73,0.0146721,-7.21296e-05,-0.28167,530,129,108,53.5978,74.73
53.7176,74.7117,0.0146906,-7.21383e-05,-0.28135,531,129,108,53.7176,74.7117
53.8374,74.6928,0.0147096,-7.21474e-05,-0.281021,532,129,108,53.8374,74.6928
53.9571,74.6733,0.0147293,-7.21568e-05,-0.280682,533,129,108,53.9571,74.6733
54.0769,74.6532,0.0147495,-7.21664e-05,-0.280334,534,129,108,54.0769,74.6532
54.1966,74.6325,0.0147704,-7.21764e-05,-0.279976,535,129,108,54.1966,74.6325
54.3163,74.6112,0.0147919,-7.21866e-05,-0.279609,536,129,108,54.3163,74.6112
54.4359,74.5893,0.014814,-7.21971e-05,-0.279233,537,129,108,54.4359,74.5893
54.5556,74.5668,0.0148367,-7.22079e-05,-0.278848,538,129,108,54.5556,74.5668
54.6753,74.5437,0.01486,-7.2219e-05,-0.278453,539,129,108,54.6753,74.5437
54.7949,74.52,0.0148839,-7.22304e-05,-0.27805,540,129,108,54.7949,74.52
54.9145,74.4957,0.0149084,-7.2242e-05,-0.277638,541,129,108,54.9145,74.4957
55.0341,74.4708,0.0149335,-7.2254e-05,-0.277217,542,129,108,55.0341,74.4708
55.1536,74.4453,0.0149592,-7.22662e-05,-0.276787,543,129,108,55.1536,74.4453
55.2732,74.4192,0.0149856,-7.22787e-05,-0.276348,544,129,108,55.2732,74.4192
55.3927,74.3925,0.0150125,-7.22916e-05,-0.275902,545,129,108,55.3927,74.3925
55.5122,74.3652,0.01504,-7.23047e-05,-0.275446,546,129,108,55.5122,74.3652
55.6317,74.3373,0.0150682,-7.2318e-05,-0.274983,547,129,108,55.6317,74.3373
55.7512,74.3088,0.0150969,-7.23317e-05,-0.274511,548,129,108,55.7512,74.3088
55.8706,74.2797,0.0151263,-7.23457e-05,-0.274031,549,129,108,55.8706,74.2797
55.99,74.25,0.0151563,-7.236e-05,-0.273543,550,129,108,55.99,74.25
56.1094,74.2197,0.0151868,-7.23745e-05,-0.273047,551,129,108,56.1094,74.2197
56.2288,74.1888,0.015218,-7.23893e-05,-0.272544,552,129,108,56.2288,74.1888
56.3481,74.1573,0.0152498,-7.24044e-05,-0.272033,553,129,108,56.3481,74.1573
56.4674,74.1252,0.0152822,-7.24199e-05,-0.271514,554,129,108,56.4674,74.1252
56.5867,74.0925,0.0153152,-7.24356e-05,-0.270987,555,129,108,56.5867,74.0925
56.706,74.0592,0.0153488,-7.24515e-05,-0.270454,556,129,108,56.706,74.0592
56.8252,74.0253,0.015383,-7.24678e-05,-0.269913,557,129,108,56.8252,74.0253
56.9444,73.9908,0.0154178,-7.24844e-05,-0.269365,558,129,108,56.9444,73.9908
57.0636,73.9557,0.0154532,-7.25012e-05,-0.26881,559,129,108,57.0636,73.9557
57.1827,73.92,0.0154893,-7.25184e-05,-0.268248,560,129,108,57.1827,73.92
57.3018,73.8837,0.0155259,-7.25358e-05,-0.267679,561,129,108,57.3018,73.8837
57.4209,73.8468,0.0155632,-7.25535e-05,-0.267104,562,129,108,57.4209,73.8468
57.54,73.8093,0.015601,-7.25715e-05,-0.266522,563,129,108,57.54,73.8093
57.659,73.7712,0.0156395,-7.25898e-05,-0.265933,564,129,108,57.659,73.7712
57.778,73.7325,0.0156786,-7.26084e-05,-0.265338,565,129,108,57.778,73.7325
57.897,73.6932,0.0157182,-7.26272e-05,-0.264737,566,129,108,57.897,73.6932
58.0159,73.6533,0.0157585,-7.26464e-05,-0.26413,567,129,108,58.0159,73.6533
58.1348,73.6128,0.0157994,-7.26658e-05,-0.263517,568,129,108,58.1348,73.6128
58.2537,73.5717,0.0158409,-7.26855e-05,-0.262898,569,129,108,58.2537,73.5717
58.3726,73.53,0.015883,-7.27056e-05,-0.262273,570,129,108,58.3726,73.53
58.4914,73.4877,0.0159258,-7.27259e-05,-0.261643,571,129,108,58.4914,73.4877
58.6101,73.4448,0.0159691,-7.27464e-05,-0.261007,572,129,108,58.6101,73.4448
58.7289,73.4013,0.016013,-7.27673e-05,-0.260365,573,129,108,58.7289,73.4013
58.8476,73.3572,0.0160576,-7.27885e-05,-0.259718,574,129,108,58.8476,73.3572
58.9662,73.3125,0.0161027,-7.281e-05,-0.259067,575,129,108,58.9662,73.3125
59.0849,73.2672,0.0161485,-7.28317e-05,-0.25841,576,129,108,59.0849,73.2672
59.2035,73.2213,0.0161948,-7.28537e-05,-0.257748,577,129,108,59.2035,73.2213
59.322,73.1748,0.0162418,-7.2876e-05,-0.257081,578,129,108,59.322,73.1748
59.4406,73.1277,0.0162894,-7.28987e-05,-0.256409,579,129,108,59.4406,73.1277
59.559,73.08,0.0163376,-7.29216e-05,-0.255733,580,129,108,59.559,73.08
59.6775,73.0317,0.0163864,-7.29447e-05,-0.255053,581,129,108,59.6775,73.0317
59.7959,72.9828,0.0164358,-7.29682e-05,-0.254368,582,129,108,59.7959,72.9828
59.9143,72.9333,0.0164859,-7.2992e-05,-0.253678,583,129,108,59.9143,72.9333
60.0326,72.8832,0.0165365,-7.3016e-05,-0.252985,584,129,108,60.0326,72.8832
60.1509,72.8325,0.0165877,-7.30404e-05,-0.252287,585,129,108,60.1509,72.8325
60.2691,72.7812,0.0166396,-7.3065e-05,-0.251586,586,129,108,60.2691,72.7812
60.3873,72.7293,0.0166921,-7.30899e-05,-0.250881,587,129,108,60.3873,72.7293
60.5055,72.6768,0.0167451,-7.31151e-05,-0.250172,588,129,108,60.5055,72.6768
60.6236,72.6237,0.0167988,-7.31406e-05,-0.249459,589,129,108,60.6236,72.6237
60.7417,72.57,0.0168531,-7.31664e-05,-0.248743,590,129,108,60.7417,72.57
60.8597,72.5157,0.016908,-7.31924e-05,-0.248024,591,129,108,60.8597,72.5157
60.9777,72.4608,0.0169635,-7.32188e-05,-0.247301,592,129,108,60.9777,72.4608
61.0957,72.4053,0.0170197,-7.32454e-05,-0.246575,593,129,108,61.0957,72.4053
61.2136,72.3492,0.0170764,-7.32723e-05,-0.245846,594,129,108,61.2136,72.3492
61.3314,72.2925,0.0171337,-7.32996e-05,-0.245115,595,129,108,61.3314,72.2925
61.4492,72.2352,0.0171917,-7.33271e-05,-0.24438,596,129,108,61.4492,72.2352
61.567,72.1773,0.0172503,-7.33548e-05,-0.243642,597,129,108,61.567,72.1773
