x,y,dot,cross,angleDeg,t,qx,qy,bestCoordonatesx,bestCoordonatesy
61.6847,72.1188,0.0173095,-7.33829e-05,-0.242902,598,129,108,61.6847,72.1188
61.8024,72.0597,0.0173692,-7.34113e-05,-0.24216,599,129,108,61.8024,72.0597
61.92,72,0.0174297,-7.344e-05,-0.241415,600,129,108,61.92,72
62.0376,71.9397,0.0174907,-7.34689e-05,-0.240667,601,129,108,62.0376,71.9397
62.1551,71.8788,0.0175523,-7.34981e-05,-0.239918,602,129,108,62.1551,71.8788
62.2726,71.8173,0.0176145,-7.35276e-05,-0.239166,603,129,108,62.2726,71.8173
62.39,71.7552,0.0176774,-7.35575e-05,-0.238412,604,129,108,62.39,71.7552
62.5074,71.6925,0.0177409,-7.35876e-05,-0.237657,605,129,108,62.5074,71.6925
62.6247,71.6292,0.0178049,-7.36179e-05,-0.236899,606,129,108,62.6247,71.6292
62.742,71.5653,0.0178696,-7.36486e-05,-0.23614,607,129,108,62.742,71.5653
62.8592,71.5008,0.0179349,-7.36796e-05,-0.235379,608,129,108,62.8592,71.5008
62.9764,71.4357,0.0180008,-7.37108e-05,-0.234617,609,129,108,62.9764,71.4357
63.0935,71.37,0.0180674,-7.37424e-05,-0.233853,610,129,108,63.0935,71.37
63.2106,71.3037,0.0181345,-7.37742e-05,-0.233087,611,129,108,63.2106,71.3037
63.3276,71.2368,0.0182023,-7.38063e-05,-0.232321,612,129,108,63.3276,71.2368
63.4446,71.1693,0.0182706,-7.38387e-05,-0.231553,613,129,108,63.4446,71.1693
63.5615,71.1012,0.0183396,-7.38714e-05,-0.230784,614,129,108,63.5615,71.1012
63.6783,71.0325,0.0184092,-7.39044e-05,-0.230015,615,129,108,63.6783,71.0325
63.7951,70.9632,0.0184794,-7.39376e-05,-0.229244,616,129,108,63.7951,70.9632
63.9119,70.8933,0.0185502,-7.39712e-05,-0.228472,617,129,108,63.9119,70.8933
64.0286,70.8228,0.0186217,-7.4005e-05,-0.2277,618,129,108,64.0286,70.8228
64.1452,70.7517,0.0186937,-7.40391e-05,-0.226927,619,129,108,64.1452,70.7517
64.2618,70.68,0.0187664,-7.40736e-05,-0.226153,620,129,108,64.2618,70.68
64.3783,70.6077,0.0188397,-7.41083e-05,-0.225379,621,129,108,64.3783,70.6077
64.4947,70.5348,0.0189136,-7.41432e-05,-0.224604,622,129,108,64.4947,70.5348
64.6111,70.4613,0.0189881,-7.41785e-05,-0.22383,623,129,108,64.6111,70.4613
64.7275,70.3872,0.0190632,-7.42141e-05,-0.223054,624,129,108,64.7275,70.3872
64.8438,70.3125,0.019139,-7.425e-05,-0.222279,625,129,108,64.8438,70.3125
64.96,70.2372,0.0192153,-7.42861e-05,-0.221503,626,129,108,64.96,70.2372
65.0761,70.1613,0.0192923,-7.43225e-05,-0.220728,627,129,108,65.0761,70.1613
65.1922,70.0848,0.0193699,-7.43592e-05,-0.219952,628,129,108,65.1922,70.0848
65.3083,70.0077,0.0194481,-7.43963e-05,-0.219177,629,129,108,65.3083,70.0077
65.4242,69.93,0.0195269,-7.44336e-05,-0.218402,630,129,108,65.4242,69.93
65.5402,69.8517,0.0196063,-7.44711e-05,-0.217627,631,129,108,65.5402,69.8517
65.656,69.7728,0.0196864,-7.4509e-05,-0.216852,632,129,108,65.656,69.7728
65.7718,69.6933,0.0197671,-7.45472e-05,-0.216077,633,129,108,65.7718,69.6933
65.8875,69.6132,0.0198484,-7.45856e-05,-0.215304,634,129,108,65.8875,69.6132
66.0032,69.5325,0.0199303,-7.46244e-05,-0.21453,635,129,108,66.0032,69.5325
66.1188,69.4512,0.0200128,-7.46634e-05,-0.213757,636,129,108,66.1188,69.4512
66.2343,69.3693,0.0200959,-7.47027e-05,-0.212985,637,129,108,66.2343,69.3693
66.3498,69.2868,0.0201797,-7.47423e-05,-0.212213,638,129,108,66.3498,69.2868
66.4652,69.2037,0.0202641,-7.47822e-05,-0.211442,639,129,108,66.4652,69.2037
66.5805,69.12,0.0203491,-7.48224e-05,-0.210672,640,129,108,66.5805,69.12
66.6957,69.0357,0.0204347,-7.48628e-05,-0.209903,641,129,108,66.6957,69.0357
66.8109,68.9508,0.0205209,-7.49036e-05,-0.209135,642,129,108,66.8109,68.9508
66.9261,68.8653,0.0206078,-7.49446e-05,-0.208368,643,129,108,66.9261,68.8653
67.0411,68.7792,0.0206952,-7.49859e-05,-0.207601,644,129,108,67.0411,68.7792
67.1561,68.6925,0.0207833,-7.50276e-05,-0.206836,645,129,108,67.1561,68.6925
67.271,68.6052,0.020872,-7.50695e-05,-0.206072,646,129,108,67.271,68.6052
67.3859,68.5173,0.0209613,-7.51116e-05,-0.205309,647,129,108,67.3859,68.5173
67.5007,68.4288,0.0210513,-7.51541e-05,-0.204548,648,129,108,67.5007,68.4288
67.6154,68.3397,0.0211419,-7.51969e-05,-0.203787,649,129,108,67.6154,68.3397
67.73,68.25,0.0212331,-7.524e-05,-0.203028,650,129,108,67.73,68.25
67.8446,68.1597,0.0213249,-7.52833e-05,-0.202271,651,129,108,67.8446,68.1597
67.9591,68.0688,0.0214173,-7.53269e-05,-0.201515,652,129,108,67.9591,68.0688
68.0735,67.9773,0.0215103,-7.53708e-05,-0.20076,653,129,108,68.0735,67.9773
68.1878,67.8852,0.021604,-7.54151e-05,-0.200007,654,129,108,68.1878,67.8852
68.3021,67.7925,0.0216983,-7.54596e-05,-0.199255,655,129,108,68.3021,67.7925
68.4163,67.6992,0.0217932,-7.55043e-05,-0.198505,656,129,108,68.4163,67.6992
68.5304,67.6053,0.0218887,-7.55494e-05,-0.197757,657,129,108,68.5304,67.6053
68.6445,67.5108,0.0219849,-7.55948e-05,-0.19701,658,129,108,68.6445,67.5108
68.7584,67.4157,0.0220817,-7.56404e-05,-0.196265,659,129,108,68.7584,67.4157
68.8723,67.32,0.0221791,-7.56864e-05,-0.195522,660,129,108,68.8723,67.32
68.9861,67.2237,0.0222771,-7.57326e-05,-0.19478,661,129,108,68.9861,67.2237
69.0999,67.1268,0.0223757,-7.57791e-05,-0.194041,662,129,108,69.0999,67.1268
69.2135,67.0293,0.022475,-7.58259e-05,-0.193303,663,129,108,69.2135,67.0293
69.3271,66.9312,0.0225749,-7.5873e-05,-0.192567,664,129,108,69.3271,66.9312
69.4406,66.8325,0.0226754,-7.59204e-05,-0.191833,665,129,108,69.4406,66.8325
69.5541,66.7332,0.0227766,-7.5968e-05,-0.191101,666,129,108,69.5541,66.7332
69.6674,66.6333,0.0228783,-7.6016e-05,-0.190371,667,129,108,69.6674,66.6333
69.7807,66.5328,0.0229807,-7.60642e-05,-0.189643,668,129,108,69.7807,66.5328
69.8939,66.4317,0.0230837,-7.61127e-05,-0.188918,669,129,108,69.8939,66.4317
70.007,66.33,0.0231874,-7.61616e-05,-0.188194,670,129,108,70.007,66.33
70.12,66.2277,0.0232916,-7.62107e-05,-0.187472,671,129,108,70.12,66.2277
70.2329,66.1248,0.0233965,-7.626e-05,-0.186753,672,129,108,70.2329,66.1248
70.3458,66.0213,0.023502,-7.63097e-05,-0.186036,673,129,108,70.3458,66.0213
70.4586,65.9172,0.0236082,-7.63597e-05,-0.18532,674,129,108,70.4586,65.9172
70.5713,65.8125,0.0237149,-7.641e-05,-0.184608,675,129,108,70.5713,65.8125
70.6839,65.7072,0.0238223,-7.64605e-05,-0.183897,676,129,108,70.6839,65.7072
70.7964,65.6013,0.0239303,-7.65113e-05,-0.183189,677,129,108,70.7964,65.6013
70.9088,65.4948,0.024039,-7.65624e-05,-0.182483,678,129,108,70.9088,65.4948
71.0212,65.3877,0.0241482,-7.66139e-05,-0.181779,679,129,108,71.0212,65.3877
71.1334,65.28,0.0242581,-7.66656e-05,-0.181077,680,129,108,71.1334,65.28
71.2456,65.1717,0.0243686,-7.67175e-05,-0.180378,681,129,108,71.2456,65.1717
71.3577,65.0628,0.0244798,-7.67698e-05,-0.179682,682,129,108,71.3577,65.0628
71.4697,64.9533,0.0245916,-7.68224e-05,-0.178988,683,129,108,71.4697,64.9533
71.5816,64.8432,0.024704,-7.68752e-05,-0.178296,684,129,108,71.5816,64.8432
71.6935,64.7325,0.024817,-7.69284e-05,-0.177606,685,129,108,71.6935,64.7325
71.8052,64.6212,0.0249307,-7.69818e-05,-0.176919,686,129,108,71.8052,64.6212
71.9169,64.5093,0.025045,-7.70355e-05,-0.176235,687,129,108,71.9169,64.5093
72.0284,64.3968,0.0251599,-7.70895e-05,-0.175553,688,129,108,72.0284,64.3968
72.1399,64.2837,0.0252754,-7.71438e-05,-0.174873,689,129,108,72.1399,64.2837
72.2513,64.17,0.0253916,-7.71984e-05,-0.174196,690,129,108,72.2513,64.17
72.3626,64.0557,0.0255084,-7.72532e-05,-0.173522,691,129,108,72.3626,64.0557
72.4738,63.9408,0.0256258,-7.73084e-05,-0.17285,692,129,108,72.4738,63.9408
72.5849,63.8253,0.0257439,-7.73638e-05,-0.172181,693,129,108,72.5849,63.8253
72.6959,63.7092,0.0258626,-7.74195e-05,-0.171514,694,129,108,72.6959,63.7092
72.8068,63.5925,0.0259819,-7.74756e-05,-0.17085,695,129,108,72.8068,63.5925
72.9176,63.4752,0.0261019,-7.75319e-05,-0.170188,696,129,108,72.9176,63.4752
73.0284,63.3573,0.0262225,-7.75884e-05,-0.169529,697,129,108,73.0284,63.3573
73.139,63.2388,0.0263437,-7.76453e-05,-0.168873,698,129,108,73.139,63.2388
73.2496,63.1197,0.0264656,-7.77025e-05,-0.168219,699,129,108,73.2496,63.1197
73.36,63,0.0265881,-7.776e-05,-0.167568,700,129,108,73.36,63
73.4704,62.8797,0.0267112,-7.78177e-05,-0.166919,701,129,108,73.4704,62.8797
73.5806,62.7588,0.0268349,-7.78757e-05,-0.166274,702,129,108,73.5806,62.7588
73.6908,62.6373,0.0269593,-7.7934e-05,-0.16563,703,129,108,73.6908,62.6373
73.8008,62.5152,0.0270843,-7.79927e-05,-0.16499,704,129,108,73.8008,62.5152
73.9108,62.3925,0.02721,-7.80516e-05,-0.164352,705,129,108,73.9108,62.3925
74.0207,62.2692,0.0273363,-7.81107e-05,-0.163717,706,129,108,74.0207,62.2692
74.1304,62.1453,0.0274632,-7.81702e-05,-0.163084,707,129,108,74.1304,62.1453
74.2401,62.0208,0.0275907,-7.823e-05,-0.162454,708,129,108,74.2401,62.0208
74.3497,61.8957,0.0277189,-7.829e-05,-0.161827,709,129,108,74.3497,61.8957
74.4591,61.77,0.0278478,-7.83504e-05,-0.161203,710,129,108,74.4591,61.77
74.5685,61.6437,0.0279772,-7.8411e-05,-0.160581,711,129,108,74.5685,61.6437
74.6777,61.5168,0.0281073,-7.84719e-05,-0.159962,712,129,108,74.6777,61.5168
74.7869,61.3893,0.028238,-7.85331e-05,-0.159345,713,129,108,74.6777,61.5168
74.896,61.2612,0.0283694,-7.85946e-05,-0.158732,714,129,108,74.6777,61.5168
75.0049,61.1325,0.0285014,-7.86564e-05,-0.158121,715,129,108,74.6777,61.5168
75.1138,61.0032,0.028634,-7.87184e-05,-0.157513,716,129,108,74.6777,61.5168
75.2225,60.8733,0.0287673,-7.87808e-05,-0.156907,717,129,108,74.6777,61.5168
75.3312,60.7428,0.0289012,-7.88434e-05,-0.156304,718,129,108,74.6777,61.5168
75.4397,60.6117,0.0290358,-7.89063e-05,-0.155704,719,129,108,74.6777,61.5168
75.5482,60.48,0.029171,-7.89696e-05,-0.155107,720,129,108,74.6777,61.5168
75.6565,60.3477,0.0293068,-7.90331e-05,-0.154512,721,129,108,74.6777,61.5168
75.7647,60.2148,0.0294433,-7.90968e-05,-0.15392,722,129,108,74.6777,61.5168
75.8728,60.0813,0.0295804,-7.91609e-05,-0.153331,723,129,108,74.6777,61.5168
75.9808,59.9472,0.0297181,-7.92253e-05,-0.152744,724,129,108,74.6777,61.5168
76.0888,59.8125,0.0298565,-7.929e-05,-0.15216,725,129,108,74.6777,61.5168
76.1965,59.6772,0.0299955,-7.93549e-05,-0.151579,726,129,108,74.6777,61.5168
76.3042,59.5413,0.0301352,-7.94201e-05,-0.151,727,129,108,74.6777,61.5168
76.4118,59.4048,0.0302755,-7.94856e-05,-0.150425,728,129,108,74.6777,61.5168
76.5193,59.2677,0.0304165,-7.95515e-05,-0.149852,729,129,108,74.6777,61.5168
76.6266,59.13,0.030558,-7.96176e-05,-0.149281,730,129,108,74.6777,61.5168
76.7339,58.9917,0.0307003,-7.96839e-05,-0.148713,731,129,108,74.6777,61.5168
76.841,58.8528,0.0308431,-7.97506e-05,-0.148148,732,129,108,74.6777,61.5168
76.9481,58.7133,0.0309866,-7.98176e-05,-0.147586,733,129,108,74.6777,61.5168
77.055,58.5732,0.0311308,-7.98848e-05,-0.147026,734,129,108,74.6777,61.5168
77.1618,58.4325,0.0312756,-7.99524e-05,-0.14647,735,129,108,74.6777,61.5168
77.2685,58.2912,0.031421,-8.00202e-05,-0.145915,736,129,108,74.6777,61.5168
77.375,58.1493,0.0315671,-8.00883e-05,-0.145364,737,129,108,74.6777,61.5168
77.4815,58.0068,0.0317138,-8.01567e-05,-0.144815,738,129,108,74.6777,61.5168
77.5878,57.8637,0.0318612,-8.02254e-05,-0.144268,739,129,108,74.6777,61.5168
77.6941,57.72,0.0320092,-8.02944e-05,-0.143725,740,129,108,74.6777,61.5168
77.8002,57.5757,0.0321579,-8.03636e-05,-0.143184,741,129,108,74.6777,61.5168
77.9062,57.4308,0.0323072,-8.04332e-05,-0.142645,742,129,108,74.6777,61.5168
78.0121,57.2853,0.0324571,-8.0503e-05,-0.14211,743,129,108,74.6777,61.5168
78.1179,57.1392,0.0326077,-8.05731e-05,-0.141577,744,129,108,74.6777,61.5168
78.2235,56.9925,0.032759,-8.06436e-05,-0.141046,745,129,108,74.6777,61.5168
78.329,56.8452,0.0329109,-8.07143e-05,-0.140518,746,129,108,74.6777,61.5168
78.4345,56.6973,0.0330634,-8.07852e-05,-0.139993,747,129,108,74.6777,61.5168
78.5398,56.5488,0.0332166,-8.08565e-05,-0.13947,748,129,108,74.6777,61.5168
78.6449,56.3997,0.0333704,-8.09281e-05,-0.13895,749,129,108,74.6777,61.5168
78.75,56.25,0.0335249,-8.1e-05,-0.138433,750,129,108,74.6777,61.5168
78.8549,56.0997,0.03368,-8.10721e-05,-0.137918,751,129,108,74.6777,61.5168
78.9598,55.9488,0.0338358,-8.11445e-05,-0.137406,752,129,108,74.6777,61.5168
79.0645,55.7973,0.0339922,-8.12172e-05,-0.136896,753,129,108,74.6777,61.5168
79.169,55.6452,0.0341493,-8.12903e-05,-0.136389,754,129,108,74.6777,61.5168
79.2735,55.4925,0.034307,-8.13636e-05,-0.135884,755,129,108,74.6777,61.5168
79.3778,55.3392,0.0344654,-8.14371e-05,-0.135382,756,129,108,74.6777,61.5168
79.482,55.1853,0.0346244,-8.1511e-05,-0.134883,757,129,108,74.6777,61.5168
79.5861,55.0308,0.0347841,-8.15852e-05,-0.134386,758,129,108,74.6777,61.5168
79.6901,54.8757,0.0349444,-8.16596e-05,-0.133891,759,129,108,74.6777,61.5168
79.7939,54.72,0.0351053,-8.17344e-05,-0.133399,760,129,108,74.6777,61.5168
79.8976,54.5637,0.035267,-8.18094e-05,-0.13291,761,129,108,74.6777,61.5168
80.0012,54.4068,0.0354292,-8.18847e-05,-0.132423,762,129,108,74.6777,61.5168
80.1047,54.2493,0.0355922,-8.19603e-05,-0.131938,763,129,108,74.6777,61.5168
80.208,54.0912,0.0357558,-8.20362e-05,-0.131456,764,129,108,74.6777,61.5168
80.3112,53.9325,0.03592,-8.21124e-05,-0.130977,765,129,108,74.6777,61.5168
80.4143,53.7732,0.0360849,-8.21888e-05,-0.1305,766,129,108,74.6777,61.5168
80.5173,53.6133,0.0362504,-8.22656e-05,-0.130025,767,129,108,74.6777,61.5168
80.6201,53.4528,0.0364166,-8.23426e-05,-0.129553,768,129,108,74.6777,61.5168
80.7228,53.2917,0.0365835,-8.24199e-05,-0.129083,769,129,108,74.6777,61.5168
80.8254,53.13,0.036751,-8.24976e-05,-0.128616,770,129,108,74.6777,61.5168
80.9278,52.9677,0.0369191,-8.25755e-05,-0.128151,771,129,108,74.6777,61.5168
81.0301,52.8048,0.0370879,-8.26536e-05,-0.127688,772,129,108,74.6777,61.5168
81.1323,52.6413,0.0372574,-8.27321e-05,-0.127228,773,129,108,74.6777,61.5168
81.2343,52.4772,0.0374275,-8.28109e-05,-0.126771,774,129,108,74.6777,61.5168
81.3363,52.3125,0.0375983,-8.289e-05,-0.126315,775,129,108,74.6777,61.5168
81.438,52.1472,0.0377698,-8.29693e-05,-0.125862,776,129,108,74.6777,61.5168
81.5397,51.9813,0.0379418,-8.30489e-05,-0.125412,777,129,108,74.6777,61.5168
81.6412,51.8148,0.0381146,-8.31288e-05,-0.124963,778,129,108,74.6777,61.5168
81.7426,51.6477,0.038288,-8.32091e-05,-0.124517,779,129,108,74.6777,61.5168
81.8438,51.48,0.0384621,-8.32896e-05,-0.124074,780,129,108,74.6777,61.5168
81.945,51.3117,0.0386368,-8.33703e-05,-0.123632,781,129,108,74.6777,61.5168
82.0459,51.1428,0.0388122,-8.34514e-05,-0.123193,782,129,108,74.6777,61.5168
82.1468,50.9733,0.0389883,-8.35328e-05,-0.122757,783,129,108,74.6777,61.5168
82.2475,50.8032,0.039165,-8.36144e-05,-0.122322,784,129,108,74.6777,61.5168
82.3481,50.6325,0.0393423,-8.36964e-05,-0.12189,785,129,108,74.6777,61.5168
82.4485,50.4612,0.0395204,-8.37786e-05,-0.12146,786,129,108,74.6777,61.5168
82.5488,50.2893,0.0396991,-8.38611e-05,-0.121033,787,129,108,74.6777,61.5168
82.649,50.1168,0.0398784,-8.39439e-05,-0.120607,788,129,108,74.6777,61.5168
82.749,49.9437,0.0400584,-8.4027e-05,-0.120184,789,129,108,74.6777,61.5168
82.8489,49.77,0.0402391,-8.41104e-05,-0.119763,790,129,108,74.6777,61.5168
82.9486,49.5957,0.0404205,-8.4194e-05,-0.119344,791,129,108,74.6777,61.5168
83.0482,49.4208,0.0406025,-8.4278e-05,-0.118928,792,129,108,74.6777,61.5168
83.1477,49.2453,0.0407851,-8.43622e-05,-0.118514,793,129,108,74.6777,61.5168
83.247,49.0692,0.0409685,-8.44467e-05,-0.118101,794,129,108,74.6777,61.5168
83.3462,48.8925,0.0411525,-8.45316e-05,-0.117691,795,129,108,74.6777,61.5168
83.4453,48.7152,0.0413371,-8.46167e-05,-0.117284,796,129,108,74.6777,61.5168
83.5442,48.5373,0.0415225,-8.4702e-05,-0.116878,797,129,108,74.6777,61.5168
83.6429,48.3588,0.0417085,-8.47877e-05,-0.116475,798,129,108,74.6777,61.5168
83.7415,48.1797,0.0418951,-8.48737e-05,-0.116073,799,129,108,74.6777,61.5168
83.84,48,0.0420824,-8.496e-05,-0.115674,800,129,108,74.6777,61.5168
83.9383,47.8197,0.0422704,-8.50465e-05,-0.115277,801,129,108,74.6777,61.5168
84.0365,47.6388,0.0424591,-8.51333e-05,-0.114882,802,129,108,74.6777,61.5168
84.1345,47.4573,0.0426484,-8.52204e-05,-0.114489,803,129,108,74.6777,61.5168
84.2324,47.2752,0.0428384,-8.53079e-05,-0.114098,804,129,108,74.6777,61.5168
84.3302,47.0925,0.0430291,-8.53956e-05,-0.113709,805,129,108,74.6777,61.5168
84.4278,46.9092,0.0432204,-8.54835e-05,-0.113322,806,129,108,74.6777,61.5168
84.5252,46.7253,0.0434124,-8.55718e-05,-0.112938,807,129,108,74.6777,61.5168
84.6226,46.5408,0.0436051,-8.56604e-05,-0.112555,808,129,108,74.6777,61.5168
84.7197,46.3557,0.0437985,-8.57492e-05,-0.112174,809,129,108,74.6777,61.5168
84.8167,46.17,0.0439925,-8.58384e-05,-0.111796,810,129,108,74.6777,61.5168
84.9136,45.9837,0.0441872,-8.59278e-05,-0.111419,811,129,108,74.6777,61.5168
85.0103,45.7968,0.0443825,-8.60175e-05,-0.111044,812,129,108,74.6777,61.5168
85.1069,45.6093,0.0445786,-8.61075e-05,-0.110672,813,129,108,74.6777,61.5168
85.2033,45.4212,0.0447753,-8.61978e-05,-0.110301,814,129,108,74.6777,61.5168
85.2995,45.2325,0.0449726,-8.62884e-05,-0.109932,815,129,108,74.6777,61.5168
85.3956,45.0432,0.0451707,-8.63792e-05,-0.109566,816,129,108,74.6777,61.5168
85.4916,44.8533,0.0453694,-8.64704e-05,-0.109201,817,129,108,74.6777,61.5168
85.5874,44.6628,0.0455688,-8.65618e-05,-0.108838,818,129,108,74.6777,61.5168
85.6831,44.4717,0.0457689,-8.66535e-05,-0.108477,819,129,108,74.6777,61.5168
85.7786,44.28,0.0459696,-8.67456e-05,-0.108118,820,129,108,74.6777,61.5168
85.8739,44.0877,0.0461711,-8.68379e-05,-0.107761,821,129,108,74.6777,61.5168
85.9691,43.8948,0.0463732,-8.69304e-05,-0.107406,822,129,108,74.6777,61.5168
86.0641,43.7013,0.0465759,-8.70233e-05,-0.107052,823,129,108,74.6777,61.5168
86.159,43.5072,0.0467794,-8.71165e-05,-0.106701,824,129,108,74.6777,61.5168
86.2537,43.3125,0.0469835,-8.721e-05,-0.106351,825,129,108,74.6777,61.5168
86.3483,43.1172,0.0471883,-8.73037e-05,-0.106004,826,129,108,74.6777,61.5168
86.4427,42.9213,0.0473938,-8.73977e-05,-0.105658,827,129,108,74.6777,61.5168
86.537,42.7248,0.0476,-8.7492e-05,-0.105313,828,129,108,74.6777,61.5168
86.6311,42.5277,0.0478068,-8.75867e-05,-0.104971,829,129,108,74.6777,61.5168
86.725,42.33,0.0480143,-8.76816e-05,-0.104631,830,129,108,74.6777,61.5168
86.8188,42.1317,0.0482225,-8.77767e-05,-0.104292,831,129,108,74.6777,61.5168
86.9125,41.9328,0.0484314,-8.78722e-05,-0.103955,832,129,108,74.6777,61.5168
87.0059,41.7333,0.048641,-8.7968e-05,-0.10362,833,129,108,74.6777,61.5168
87.0992,41.5332,0.0488512,-8.8064e-05,-0.103287,834,129,108,74.6777,61.5168
87.1924,41.3325,0.0490622,-8.81604e-05,-0.102955,835,129,108,74.6777,61.5168
87.2854,41.1312,0.0492738,-8.8257e-05,-0.102626,836,129,108,74.6777,61.5168
87.3782,40.9293,0.0494861,-8.83539e-05,-0.102297,837,129,108,74.6777,61.5168
87.4708,40.7268,0.0496991,-8.84511e-05,-0.101971,838,129,108,74.6777,61.5168
87.5633,40.5237,0.0499127,-8.85486e-05,-0.101647,839,129,108,74.6777,61.5168
87.6557,40.32,0.0501271,-8.86464e-05,-0.101324,840,129,108,74.6777,61.5168
87.7479,40.1157,0.0503421,-8.87444e-05,-0.101002,841,129,108,74.6777,61.5168
87.8399,39.9108,0.0505578,-8.88428e-05,-0.100683,842,129,108,74.6777,61.5168
87.9317,39.7053,0.0507742,-8.89414e-05,-0.100365,843,129,108,74.6777,61.5168
88.0234,39.4992,0.0509913,-8.90403e-05,-0.100049,844,129,108,74.6777,61.5168
88.1149,39.2925,0.0512091,-8.91396e-05,-0.0997346,845,129,108,74.6777,61.5168
88.2063,39.0852,0.0514275,-8.92391e-05,-0.0994218,846,129,108,74.6777,61.5168
88.2974,38.8773,0.0516467,-8.93388e-05,-0.0991106,847,129,108,74.6777,61.5168
88.3885,38.6688,0.0518665,-8.94389e-05,-0.0988011,848,129,108,74.6777,61.5168
88.4793,38.4597,0.052087,-8.95393e-05,-0.0984932,849,129,108,74.6777,61.5168
88.57,38.25,0.0523082,-8.964e-05,-0.0981869,850,129,108,74.6777,61.5168
88.6605,38.0397,0.0525302,-8.97409e-05,-0.0978823,851,129,108,74.6777,61.5168
88.7509,37.8288,0.0527527,-8.98421e-05,-0.0975792,852,129,108,74.6777,61.5168
88.841,37.6173,0.052976,-8.99436e-05,-0.0972777,853,129,108,74.6777,61.5168
88.9311,37.4052,0.0532,-9.00455e-05,-0.0969778,854,129,108,74.6777,61.5168
89.0209,37.1925,0.0534247,-9.01476e-05,-0.0966795,855,129,108,74.6777,61.5168
89.1106,36.9792,0.05365,-9.02499e-05,-0.0963827,856,129,108,74.6777,61.5168
89.2001,36.7653,0.0538761,-9.03526e-05,-0.0960875,857,129,108,74.6777,61.5168
89.2894,36.5508,0.0541028,-9.04556e-05,-0.0957939,858,129,108,74.6777,61.5168
89.3785,36.3357,0.0543303,-9.05588e-05,-0.0955017,859,129,108,74.6777,61.5168
89.4675,36.12,0.0545584,-9.06624e-05,-0.0952111,860,129,108,74.6777,61.5168
89.5563,35.9037,0.0547872,-9.07662e-05,-0.094922,861,129,108,74.6777,61.5168
89.645,35.6868,0.0550167,-9.08703e-05,-0.0946345,862,129,108,74.6777,61.5168
89.7334,35.4693,0.0552469,-9.09747e-05,-0.0943484,863,129,108,74.6777,61.5168
89.8217,35.2512,0.0554779,-9.10794e-05,-0.0940638,864,129,108,74.6777,61.5168
89.9098,35.0325,0.0557095,-9.11844e-05,-0.0937807,865,129,108,74.6777,61.5168
89.9978,34.8132,0.0559418,-9.12896e-05,-0.0934991,866,129,108,74.6777,61.5168
90.0855,34.5933,0.0561748,-9.13952e-05,-0.0932189,867,129,108,74.6777,61.5168
90.1731,34.3728,0.0564085,-9.1501e-05,-0.0929402,868,129,108,74.6777,61.5168
90.2605,34.1517,0.0566429,-9.16071e-05,-0.092663,869,129,108,74.6777,61.5168
90.3478,33.93,0.056878,-9.17136e-05,-0.0923872,870,129,108,74.6777,61.5168
90.4348,33.7077,0.0571138,-9.18203e-05,-0.0921128,871,129,108,74.6777,61.5168
90.5217,33.4848,0.0573503,-9.19272e-05,-0.0918398,872,129,108,74.6777,61.5168
90.6084,33.2613,0.0575875,-9.20345e-05,-0.0915683,873,129,108,74.6777,61.5168
90.6949,33.0372,0.0578254,-9.21421e-05,-0.0912982,874,129,108,74.6777,61.5168
90.7812,32.8125,0.058064,-9.225e-05,-0.0910294,875,129,108,74.6777,61.5168
90.8674,32.5872,0.0583033,-9.23581e-05,-0.0907621,876,129,108,74.6777,61.5168
90.9534,32.3613,0.0585433,-9.24665e-05,-0.0904961,877,129,108,74.6777,61.5168
91.0392,32.1348,0.058784,-9.25752e-05,-0.0902315,878,129,108,74.6777,61.5168
91.1248,31.9077,0.0590254,-9.26843e-05,-0.0899683,879,129,108,74.6777,61.5168
91.2102,31.68,0.0592675,-9.27936e-05,-0.0897064,880,129,108,74.6777,61.5168
91.2955,31.4517,0.0595103,-9.29031e-05,-0.0894459,881,129,108,74.6777,61.5168
91.3806,31.2228,0.0597538,-9.3013e-05,-0.0891867,882,129,108,74.6777,61.5168
91.4654,30.9933,0.0599981,-9.31232e-05,-0.0889289,883,129,108,74.6777,61.5168
91.5502,30.7632,0.060243,-9.32336e-05,-0.0886724,884,129,108,74.6777,61.5168
91.6347,30.5325,0.0604886,-9.33444e-05,-0.0884172,885,129,108,74.6777,61.5168
91.719,30.3012,0.060735,-9.34554e-05,-0.0881633,886,129,108,74.6777,61.5168
91.8032,30.0693,0.060982,-9.35667e-05,-0.0879107,887,129,108,74.6777,61.5168
91.8871,29.8368,0.0612298,-9.36783e-05,-0.0876594,888,129,108,74.6777,61.5168
91.9709,29.6037,0.0614783,-9.37902e-05,-0.0874094,889,129,108,74.6777,61.5168
92.0545,29.37,0.0617275,-9.39024e-05,-0.0871606,890,129,108,74.6777,61.5168
92.1379,29.1357,0.0619774,-9.40148e-05,-0.0869132,891,129,108,74.6777,61.5168
92.2211,28.9008,0.062228,-9.41276e-05,-0.086667,892,129,108,74.6777,61.5168
92.3041,28.6653,0.0624793,-9.42406e-05,-0.086422,893,129,108,74.6777,61.5168
92.387,28.4292,0.0627313,-9.43539e-05,-0.0861783,894,129,108,74.6777,61.5168
92.4696,28.1925,0.0629841,-9.44676e-05,-0.0859359,895,129,108,74.6777,61.5168
92.5521,27.9552,0.0632375,-9.45815e-05,-0.0856946,896,129,108,74.6777,61.5168
